review_id,book_id,user_name,review_text,rating,timestamp
64,18338465,goldbond,STORY 4 stars PERFORMANCE: 4.5 stars OVERALL: 4 star STORY I had very high hopes that this'd be dark erotica while listening to the first half of this bookyet I was wrong; this book is far from dark and is not erotica. Perhaps I'd consider this an "edgy romance" but even that's questionable since the story is a bit tame to be considered edgy. There is a very dark premise that could have created an extremely dark depraved book had the author provided descriptions of the sexual and brutal ask experienced by some of the characters get 95% are fade to black. SEMPRE's overall storyline is great yet sporadically peppered amongst the greatness were some events or happenings that were completely ridiculous since they were way way too coincidental. For example in the very first sentence of chapter 42 it states "bookcases towered above Haven like skyscrapers". Even though Haven is surrounded by what sounds like thousands of books she just happens to select the one and only book out of many that has a letter written about her secretly hidden inside of it!?! A "coincidence" like that is disappointing to me especially after reading the rest of the book which shows how capable Darhower is. At times the story dragged on some containing quite a scene few scenes that could have been shorter or completely omitted. All in all though it was an entertaining story and I do plan on reading the sequel. PERFORMANCE: Female narrator Carla Mercer-Meyer provided a fabulous performance. She was consistent throughout the book with tone pitch etc.. My only complaint about her performance was that she mispronounced several words. I wouldn't be surprised if many people struggle to properly pronounce the word "lackadaisical" or the vehicles brand "Audi" but when you're a narrator it's your job to research this.,4,1981-11-03 01:42:59
65,34011714,chrisgbee2,In November 1860 Marian Foster joins a group of Virginia families who are sailing away from America to form a new settlement off the coast of Brazil. As an amateur botanist Marian eagerly anticipates exploring a new land. She boards Providence confident in the group's plan but during the voyage her heart is drawn to Jonah Ashton the secretive and sullen ship's physician. Jonah Ashton is determined to finish medical school before rumors of Southern rebellion erupt into all-out war. When family obligation forces Jonah to take a voyage aboard Providence he plans to escort his family to their new settlement in South America and then return home. While aboard Providence Jonah is beguiled by Marian's optimistic spirit and finds himself in uncharted territory. Soon Jonah makes a startling discovery that changes everything but will it change his heart? Get swept away on a journey of faith sacrifice and God's unfailing provision in this inspirational story reviewers are calling "a captivating well-researched and deftly written tale." Read Aboard Providence today and embark on an unforgettable voyage.,5,2020-05-24 01:55:02
66,18588529,edivaldo,Perfect for Halloween! A great story to read this time of year! Brandon moves to a new house with his parents and his brother. Immediately something seems off: strange cold air streams from an unidentified source a neighbor kid who tells a scary story about a kidnapping that happened in the house when it was owned by the previous family and a few other things. The story is believable because these events happen gradually and each one could have an innocent explanation. But it doesn't as we soon find out. And that's when the story gets really interesting.,1,2019-11-15 08:28:35
67,18071375,des1gnxmas,So I really liked the premise of this book. I enjoy romance thrillers so this was another plus for me. But it sort of fell flat in that area. It was like a small background story and then when they got to the juicy part of that it was over rather quickly. The whole guy was going to be the step-dad thing was sort of freaky but they are really close in age so it's not like it was a he was 60 and she was 17 kind of creepy you know what I mean... So the main character Ana moved to the states when she was 11 yet she still seems way too British to have been living in the states for 11 years. I get her mom is also British and so she probably retained a lot from that but I've known people who had similar stories in real life and are way more Americanized. So what I'm saying is really that the way this characters speaks just doesn't make a whole lot of sense to me. Also a lot of the characters who are American use the same terms and way of speaking which really doesn't make sense. So I would've preferred for the vernacular to have been fitting to the characters. Also maybe it's just me but the whole Alpha male thing just didn't come out right for me here. I like a good alpha male character but Jake just came across as more of an asshole with douche bag tendencies instead of the sexy confidence that I like. The steamy scenes while steamy came off as cheesy because of the words that were coming out of Jake's mouth. honestly I skimmed a lot of them to get back to the main story. Also the book needs some more editing but it wasn't anything too bad as far as that goes. All that being said I'll read the next book because I must find out what happens!! The ending was a cliff hanger.,5,2000-09-05 18:37:23
68,21793365,albovis,Wow Great Book This book will grab you from the beginning and I couldn't put it down until I finished it! The mystery and suspense keep you guessing. Loved the characters. There are many questions and you will think you know the answers. I enjoyed the love story as well. This is a must read and I am so excited there are more to read in this series.,3,2007-11-22 20:18:10
69,1059682,forauth,A bit disappointing...the old stories joined together with some unremarkable glue. It's a shame that he didn't ever get it done during his prime.,2,1992-08-19 09:11:28
70,18777580,anapolack,This book was well written with very likeable characters. It is about love lost and pain starting over after losing so much. I felt there was a little too much information given on what was going on in the characters heads. That may be the reason I just could not get into this story. It was not a bad read but for me the words did not flow easy. The character feel so much and the author does put a lot of feeling into her writing. The characters mind wander a lot and I think that is where the author lost me I can't put my finger on just why this book just doesn't do it for me. The characters very believable the love scenes are wonderful and I really like the characters but something is missing. Sam loses his mother at a very young age he never gets over this for his mother was his world. She understood his very sensitive nature stood beside him through his OCDC is what I think he has. He tries to be everything to everyone and if he lets the little things go then his world falls apart. Forcing on the little things he wears his self out and can't get the big picture which in returns leaves things by the way side. This partner sends in off to volunteering at an urban green-space farm hoping to get him out of her hair why she gets the clinic going for he is driving her nuts. In comes Nina who has a story of her own. She is the daughter of a migrant workers who has come a long way from the fields to live her husband's dreams. Her husband was killed her husband in Afghanistan (I get a little confused here because the author talks about him getting killed over there and later on about getting out and dying from some kind of illness. But I could have missed read this part as I said I had a hard time getting into this story.) She has gone on and built a wonderful business which is going well. Her husband was her everything she grew up with him and has spent her time waiting for his return her whole life. The loneliness has always been hard in years past but she knew he would be coming home. When he doesn't return she feels like she is still waiting for him knowing she is not. She does have a few sexual times only to have the convert of a warm body. Sam and Nina have many issues and they are determinate to find the strength to see them through. Together they make a lovely team with helping each other find their way to a loving and last relationship. Finding away to bring their families back together as they learn to love again. This book about their past lost and coming together. There were a lot of funny and cute things. "When you look at me you screwed up your face. Are you having a stroke?"(This is on their first meeting and she is trying to get the better of him. Her friend has told her what a control freak he is.) "Am I having a stroke?" "Because I saw this thing on TV about recognizing the warning signs of a stroke and I think rudeness and ugly faces were on the list. And possible planting petunias in the middle of July in Ohio but I could be wrong about that one. "and the scene with the hat where she is trying to get him to wear the dirty molded hat was very cute. They have a lot of funny lovely spats. I loved the scene where his friend comes over and they spat back and forwarded about why he was there and how life was. There are tons of very cute scenes. I am giving this book a 4 star for the reason I couldn't get into it and the author lost me along the way. Just because this book doesn't do it for me doesn't mean you won't love it. The reviews on this book are outstanding we can't all like the same thing.,1,1950-06-18 08:56:46
71,17183712,Antonieth15,I think this is more "mommy porn" than fifty shades. I don't usually like to compare books to Fifty - but I think the author opened it up for comparison when she named the book and advertised it. It's obviously more tame in the BDSM department but is still a little freaky. I guess my biggest problem with the book was just the ridiculously sudden onset of Alexandre's affection. I mean he took her rock climbing gave her a chaste kiss sent her a gift disappeared for a week came back and jumped her bones. I feel like there should have been a slower onset of his affections - I also don't really enjoy books about cougars. Maybe someday I will but I'm 23 and not really worried about it at this point in my life. This book isn't bad but I would recommend it more to an older crowd - kids in your twenties - maybe pass on this one for now.,1,1994-09-25 20:44:15
72,184859,snakanam,The author was consistent throughout all three books in the trilogy. I enjoyed them all. Fun and easy to listen to (audio.),2,1951-02-20 09:02:56
73,18338465,3ziazila,5 Hummingbird stars!!!! There is a review coming for this! Hopefully I'll have it posted by Monday!,1,1973-01-31 04:09:31
74,2373197,242233,Esta e a historia semi auto-biografica sobre um judeu hungaro de 15 anos e as suas experiencias nos campos de concentracao de Auschwitz Bunchenwald e o menos conhecido Zeit. O relato das atrocidades e feito de forma cadenciada numa escrita simples e directa num relato sem dramatismos surpreendendo pela conclusao de que na vida as coisas sao como sao e que a nos resta viver. "Posso garantir que nao ha nada mais penoso que mais desanime do que verificar e assistir dia apos dia ao que morre em nos." Depois da libertacao: Perguntavam-nos se vinhamos de um campo de concentracao e interrogavam muitos de nos incluindo a minha pessoa para saber se nao encontraramos por acaso um familiar que se chamava assim ou assado. Disse-lhes que nos campos de concentracao as pessoas na verdade nao tinham um nome.",4,1993-10-09 16:33:04
75,18488643,tlgredman954,When I read the blurb for this book I have to say I really was not convinced. I wondered how the author was going to be able to make the lead female Jade come across as anything other than an expensive hooker. I was very pleasantly surprised. Jade is viewed as the number one seductress in the agency hence why she gets put on an assignment worth $5million. She has never had a 'Big O' from a client while on the job but all that changes when she meets her next target Oliver Kirkham. He manages to get her hot and bothered at the slightest touch. The problem she has is that others in the agency notice the changes in her will she be able to complete the steal and walk away? It may be that she has fallen in love with the one man who will be targeted to die if she gives in. This was different to a lot of the romance books out there at the moment so it came as a nice breath of fresh air. I really felt for Jade's character and am intrigued as to what her back story really is. Oliver well I fell in love with him myself and could not help but feel for him and the inevitable conclusion that was to come you knew it was only going to end in one of two ways neither being a HEA. I am intrigued as to how the author will continue with this series will she revisit Jade and Oliver somehow or will that be the full stop to their relationship and a move onto other Seductors. I for one will revisit to find out the answer to this! Please note I was given a copy of this book in return for an honest review.,2,1972-06-15 07:09:19
76,15710450,armanserow,This wonderful new biography of a self-taught man who started his art career late in life and with little recognition also attests to determination and persistence amid criticism. As Henri Rousseau follows his dream to paint he finds the path he has chosen to be a sometimes lonely one. The text describes his love for nature and his reliance on the 1889 World's Fair in Paris for inspiration but despite his hard work critics made fun of his work. The text is engaging filled with sparkling phrases that evoke Rousseau's own paintings as the author describes how Rousseau sees that "the sun is a blushing ruby all for him" (unpaged). She also captures the painter's total immersion is his work sometimes becoming "so startled by what he paints that he has to open the window to let in some air" (unpaged). Of course Rousseau has the last laugh on all those critics who dismissed his work since their names have been long-forgotten while his and his work live on attracting new admirers and continuing to influence painters today. The acrylic and watercolor illustrations are just as stunning as the text a loving tribute to a painter who never could afford to travel to the jungles for which he and his paintings are now so well known. It would be hard for me to choose a favorite page since I loved them all.,3,1967-12-23 12:05:24
77,17183712,altindish,Review: 4.75-weapons of mass destruction-stars Follow Me: www.thebookenthusiast.net www.facebook.com/thebookenthusiast I was hooked on this book from the first page. Hot steamy shocking many WTF moments and oh have I mentioned the hot and sexy Alexandre! Holy smokes he is off the charts in soooo many ways! Pearl is 40 and kind of lost and feeling alone. She works in a producer of documentaries and is given an assignment that brings face to face with Alexandre. The sparks between them were flying immediately. I found myself reading with a big smile on my face because their flirting and Pearl's inner thoughts were so funny. Pearl is just too much throughout the book. Between her nicknames her antics and her intense emotions for Alexandre it was difficult to put this book down. I lost many hours of sleep because I would say "just one more chapter" and that chapter led to one more and another (you see how this goes) and before I knew it it was 3am. Now I have read A LOT of books and it is pretty hard to shock me and trick me but Arianne Richmonde you did this with The Pearl Trilogy. I had many *mouth hanging on the floor* moments and yelling WTF to no one in particular because I was just so surprised as to what I was reading. I swear you won't see it coming. This book is filled with hot and steamy scenes but it is also filled with a great story that will have you rooting for Pearl and Alexandre as a couple. You learn some really important things about their pasts which shed some light on why they are the way they are. This Trilogy was originally release as three separate books (40 Shades of Pearl; Shadows of Pearl; and Shimmers of Pearl). The release date on Amazon for both paperback and e-book is on the 23rd. Towards the end there was a bit of a lull but nothing that prevented me from not continuing on. I loved this book/series and recommend that you read it.,5,2005-09-09 12:45:37
78,18528666,mirashi99i,It's the heartwarming story of the most hated man in the world and his killbot friend. What a twist at the end! I won't go into too much detail since it's only 22 pages. You can read it for yourself over lunch. This could definitely be the start of something bigger. That is all.,4,2000-12-29 18:33:30
79,1059682,cgrimes,It's Ray Bradbury of course I loved it! He has a magic way of wording things that make perfect sense but delight the mind and soul in their unusual metaphors. I had read a few of these chapters in other short story collections as each chapter can stand alone. A story about a very unusual family reunion. Perfect quick read for the dark seasons or in anticipation of them.,5,1961-04-26 16:08:17
80,18071375,willardc1,This is so effin hot!! If you like some alpha possessive male Jake is the one!! Ana and Jake have the chemistry and makes you want to be slam against the wall. So much suspense and I can't wait for the next book. I can say I was shock by the end.,1,1991-02-10 23:45:41
81,15710450,hest66,One of my plans for the new year is to learn as much about art and artists as possible.This book was a great start.The artwork was fun and representative.I am very interested in the Salons of Paris and the battles between creativeness and the status quo.I will read more of Markel.Next up Marc Chagall!,5,1998-04-25 18:42:36
82,18338465,marinache86,5 STARS***** Absolutely loved it!!!! I love you JM Darhower You're amazing!!!!! I don't have words to describe how much this book touched me. I found myself crying and laughing. This story is so overwhelmingly beautiful; so full of tragedy and sorrow but also full of hope and love. Plus++++ All the secrecy and mystery had me on edge the entire time. So much was happening at some points I felt a bit dizzy and disoriented like WTF?! I had to stop reading to get my breathing under control LOL LOL YES IT WAS THAT GOOD!!! I felt like a good ass movie was playing inside my head. I loved everyone of these characters. And I seriously think I have a crush on Dr. DeMarco. This is one of those books that you know you will never forget. It will stay with me forever. Onto Sempre Redemption...,3,2021-03-24 09:37:11
83,12369705,THROTTLE,This book is very different from any angel and demon book I have read. The story is centered on the lives of the guardian angels and the demons known as "Sheydims" in this novel. I loved the perspective that we were given on how people's guardian's angels are chosen. I also loved how Heaven was portrayed. It was also equally interesting to see how "hell"; the underworld where the Sheydim lived was portrayed. Let's just say I don't want to end up there! To read the rest of my review please go to my blog at: http://whynotbecauseisaidso.blogspot....,2,1999-10-02 14:41:53
84,184859,sethpinas,Glad to finish this series so I can go back to the Virgin River series. Jim is a little too bland for me to be the love interest.,1,2017-09-22 19:37:16
85,18777580,ksyushakostko,The second in the Burnside series by Mary Ann Rivers Laugh focuses on the eldest Burnside Dr. Sam. A fair amount of ground work into the personality of and dynamics between the Burnside siblings was set up in book one. It was already clear that Sam was fiercely protective of his brother and sisters and felt a very strong responsibility for them. In this book we learn a lot more about why Sam is the way he is and lot more about the neighborhood clinic he and his friend Lacey are launching. I have to say getting to know Sam's history was nearly my favorite part of the story. Perhaps because I could relate to a lot of his feelings? I really enjoyed the romance between Sam and Nina a CSA farmer and entrepreneur. Rivers somehow managed to keep it comedic and fun even though much of the courting was shrouded in some serious issues on both sides of the relationship. I would recommend reading this series in order for the best effect. I received an e-galley of this title in exchange for my honest opinion. The views expressed above are my own.,4,1990-11-06 22:02:43
86,15710450,tetsukun1st,http://librarianosnark.blogspot.com/2...,1,1989-03-30 20:19:38
87,19271668,kotek1311,Can't seem to get into this one-maybe it's me...,3,2000-11-19 06:19:34
88,18071375,daoneny,I loved the story. Definitely an emotional roller coaster for me. I wasn't sure about Jake and his 'caveman' ways. At times he seemed to be over protective dominating and down right bossy. His character was in general was good. Ana was a great character. I enjoyed her personality. The other characters in this book were quite good. This book was a good thriller/suspense. I gave 'Take a Breath (Take 1)' 4 stars due to the ending. But over all a recommended read.,3,1971-06-28 02:23:52
89,18488643,1960ChevyBelair,What would you do if your job was seducing unsuspecting people for someone else's gain? How would you handle allowing a target cloud your judgement towards the job that you're on? These are some of the questions that Jade is faced with after working for a secret organization of Seductors. Over the past 5 years she has gotten really good at her job and it makes it so much more easier that she actually enjoys what she's doing. Jade finally gets the one case that is almost too much for her to handle she's given that task of retrieving some sensitive information from Kirkham Industries CEO Oliver Kirkham. So I have to be honest and admit that when I actually grasped all what being a top Seductors really was I kinda felt like they were just super spy-like prostitutes. Ok so it wasn't kinda that's what I thought and I'm really having a hard time thinking otherwise. Jade has a true talent for getting what she wants and does not feel guilty about her position one bit. Things changed when the Seductor was seduced by the target. After her first encounter with Oliver Jade was never the same. Jade couldn't believe just how simple it was for Oliver to take over her thoughts and do things to her body that she never thought possible. I liked Jade she despite her focus and loyalty to her job she has a conscience and for me it made her more human. Oliver Kirkham is different from most of the overly wealthy alpha males that I have been in many books that I've read as of late which is refreshing. Despite his primal desire for Jade he's not stalker like and far from that I need to control your every move syndrome. As I progressed through Desire I was on the edge of my seat wondering if Jade would complete her mission. On some level I was hoping somehow circumstances would change where Oliver would not get hurt. I actually developed a soft for him. While Desire did come full circle it still had that cliffhanger vibe. I got to the last page and almost passed out. I wanna know what happens now. So almost immediately I looked to see when I would be able to get my greedy hands on Vol. 2 I learn that I have to suffer until June 2014. Now I have a pouty face.,4,2010-06-13 20:21:38
90,18777580,21vicki,See full review at: http://romancenovelsforfeminists.blog...,4,1953-04-06 01:32:19
91,12369705,cy8,Debuting author Theresa Sneed chose an ambitious project for her first novel a spiritual fantasy titled No Angel and I'm pleased to report that it delights on many levels. Sneed's No Angel opens in a heavenly realm moves into mortality where good and evil spirits impact humans and then she thrusts her readers into a frightening underworld where even good spirits can become trapped through error. Each world is filled with complex characters and governed by strict rules--rules Sneed's main character a reluctant Guardian Angel named Jonathan Stewart hasn't bothered reading. Jonathan was sorely disappointed by his own mortality and in an effort to make this second earth experience (required by all post-mortal spirits) quick and painless Jonathan selects an EMD client Early Marked for Death knowing his client will die young allowing him to complete his assignment early and quickly exit earth once and for all. What Jonathan failed to learn from that unread handbook is that special conditions surround the exceptional spirits assigned to be EMDs--their goodness makes them prized targets of the dark spirits. Jonathan's poor attitude is a disappointment to the more dedicated Guardians but more importantly it also places him in the cross-hairs of dark spirits who pose a threat to his successful completion of his mission and to Faith the child he has been sent to guard. But Jonathan has two allies a loyal Guardian Angel named Grace who takes a special interest in him and Celeste Knight the premortal spirit of Faith. Their interest in Jonathan is not accidental. Sneed does a wonderful job of fleshing out heaven and the underworld with rich vivid description that drives the theme of good versus evil deep into the reader. Still the book is not dark and eerie. Sneed successfully slingshots between humor and drama during Jonathan's bumpy spiritual evolution providing a change of pace that makes this book suitable for YA as well as adults while also endearing this disgruntled soul to the reader. Without those humorous passages No Angel would have been a dark eerie tale. And though that was not Sneed's purpose in writing this book she proves she has the talent to go that direction if she ever chooses. The explanations of the rules of each world slow the read in places but they are essential to the ensuing tension and there is plenty of tension which intensifies until the conclusion which leaves the reader unsure about the outcome of many of the characters until the very end. No Angel is fiction but its powerful themes of good versus evil spiritual promptings choice and accountability family friendship and loyalty make it a valuable springboard for family discussions on these topics and therefore makes this book one to be read together as a family and worth having in a family library. This is a first-rate read that quickly earned Theresa Sneed a Whitney Award nomination. Sneed is a talented writer who should find No Angel a contender for Whitney's "Best Novel by a New Author" award. She is already completing a second project proving that great things are ahead for her and those who pick up her imaginative tender books.,4,2010-08-29 01:32:58
92,35598457,ilyinston4ik,I was recently given the opportunity to read this book in exchange for a review. The description of this book sounded really like something I would enjoy and I was right. I read this book in a day and Katie and Julian quickly grew on me. Right from the start you feel for both of them. I can't imagine the grief Katie is going through and what Julian must be feeling when his family falls apart. Reading from both POV really made me understand them more. I loved the fact that they already knew each other was really nice and more so with the fact that it wasn't instant love again. They were actually really careful of the other in the beginning. I appreciated this. It happens too often in books that they're instantly in love in less than a minute. The only thing that bugged me about this book was that the time seemed to fly by. A jump of a few months happened at times and that made me feel like we were missing certain things. Other than that an amazing book that made me want to jump in the second book right after. More descriptive review will follow on thebookdutchesses.wordpress.com,3,1970-10-06 18:17:44
93,1059682,mzmccray,I'm not entirely sure what to think of this book ... I mean it was interesting -- always enjoy the 'otherworldly creatures of the night' kind of thing -- but I guess it read more like a series of connected short stories than an entire novel. Which isn't BAD just not expected I suppose. Although reading the author's afterword the book began as various short stories published in different magazines so I think Bradbury essentially did some creative weaving. I like that this edition has the artwork done by Charles Addams (yup that Addams -- of Addams Family fame!) and that Bradbury and Addams had communicated about this set of stories before they saw light because it totally reminded me of the Addams Family in a way. Also in a vague sort of way (probably to do with the main character Timothy being a 10-year-old mortal boy amongst other creatures) it reminded me of Gaiman's Graveyard Book (which is awesome by the way). Anyhow. I feel sort of bad for not liking it more as it won a National Book Award. But I like this blurb about it (it's what hooked me in the first place I think): "High on a hill by a forked tree the House beckons its family homeward and they come--travelers from the lyrical lush imagination of Ray Bradbury. From the Dust Returned chronicles a community of eternal beings: a mummified matriarch who speaks in dust; a sleeping daughter who lives through the eyes and ears of the creatures she visits in her dreams; an uncle with wings like sea-green sails. And there is also the mortal child Timothy the foundling son who yearns to be like those he loves: to fly to sleep in daytime and to live forever. Instead his task is to witness the family's struggle with the startling possibility of its own end.",5,1992-01-31 22:32:18
94,18338465,kazakova81,Tbh i don't have much to say about this. It's a big meh to me. I liked the characters enough but there's nothing special to it? It's a story about two younglins trying to find themselves and their place in the world while holding each part of them together. They are broken hurt and trying to survive. Carmine is angry and talks shit to everyone doesn't have a care in the world. He lost his mommy and the mafia expects him to join even though they always give him a choice. Haven is a slave she always was a slave until they got her out of there but she still is a slave when they fall in love. She doesn't know a thing about the world. There are other characters most of them cold killers. There's violence and mentions of rape. It's a story about sacrifice and love and surviving. So yeah if you think that's the kind of story that you would like go ahead and read it. Some things in life only happen once the memories lasting forever. They are moments that alter you turning you into a person you never thought you would become but someone you were destined to be. There's no magical rewind button in life no take backs or do-overs to fix things you wish you could change.,2,1994-09-19 23:30:17
95,9106457,elenkamadlenka,It's about bikes bike riding and bike riders ... and it's funny ...,1,2008-04-10 21:43:59
96,18338465,BethBZ1,35 A great book !! Haven had been a slave for all her life until she is "taken in" by Dr. DeMarco to live with him and his two son. It's time for Haven to learn what real life is: healing hope happiness and love in the arms of Carmine DeMarco. But while her life finally seems to be taking a new turn the shadows of the Cosa Nostra's intrigues are never far away ... A MUST read: there is humor tenderness fear love horror ... We laugh we cry we shudder with the characters and we always ask for more !! The characters are incredibly complex particularly Haven that we see evolve throughout the book from the scared little slave to an extraordinary young girl. One regret: starting from half of the book I thought it's dragging on a bit but fortunately the last chapters rectify it. I will surely read the next one soon =D Thank you Cecile ( http://leslecturesdececile.fr )to have suggested it to me =),4,1989-08-03 02:33:41
97,1662762,hillbillytattoo,Like the other great American genius writer Throne Smith his spiritual brother H. Allen Smith is many ways the PG Wodehouse of the Screwball era. A rich eccentric millionaire dies and leaves all his wealth and real estate to his pet cat Rhubarb who like his owner is fussy and kind of mean. And he also owns a baseball team. So in this book you get zany zany characters - everyone from a muscle bound daughter to crooked lawyers to dopey baseball players to an occasional bad dog or two (sorry dog lovers). If you mixed Howard Hawks comedy with a side dish of Throne Smith and a touch of small-town Manhattan you got "Rhubarb." The fact that this book is out-of-print is truly a criminal act.,3,2013-12-15 04:35:38
98,849203,stalkerigor2,We finished this last night and started in on Ella the Rose right away which we also finished in the same sitting. Danielle the daisy follows along the same lines as the others which a special surprise towards the end in the form of Rebecca a girl who happens along and comes to their aid. Rebecca was a nice surprise and change to the story. I've said it before and I'll say it again with so many seven book series it's amazing that the authors were able to get them unique. That being said reading them in a row as we have been doing can start to grate on the nerves. We're going to continue reading the Fairy books but from now on it'll be one series at a time with breaks in between. Fourteen books in a row is just too much for Mommy. :-),3,2011-07-01 13:00:06
99,25930498,dammpill,Probably one of the best books I've ever read (maybe I need to read more?). Certainly pertinent to be reading it as #Brexit unfolded - the Brits have not submitted. I'll be chewing over this for a while I think. Now if only more of Huysmans books were translated into English. Highly recommend it. Now the reason this is such a good read is that it plays between comedy and tragedy serious and satire so brilliantly. The writing is immaculately sharp I found myself laughing constantly but also with my mouth open at the disturbing nature of what Houellebecq is implicating. Really a masterpiece for our time.,1,1979-03-16 05:27:42
100,18338465,jariheikkila,Slow burn dark tantalizing but worth all the agony! !,4,2002-06-11 08:00:31
101,18149639,vasemann,Amazing story! So deep and real so full of pain and hope and yet to uplifting. Zane and Margo were excellent protagonists and I loved them from the beginning. It's set in 1989 but it deals with a serious subject that unfortunately is still relevant today. I'm still riding high on this one I'll come back to post more.,3,1950-01-16 10:18:15
102,424920,oyster33,Great little book about an angel who tries to protect a boy during his life. Lovely illustrations. With some text. Not sure if it is for small children. Great for grown ups and older children,5,1977-08-27 05:54:48
103,35598457,littlerosepa,Shameless self-promotion. ;),3,1977-10-05 05:50:06
104,2093969,sileas,What an absolutely fun book. I expected it would be because Neil Gaiman wrote the introduction for this (and brilliantly included it in In the Cheap Seats so I could actually hear about it) but it really was more fun than I expected. I can definitely see how it influenced his writing because it really had a Gaiman-esque feel to it... even though it was written long before Gaiman became an author. Funny enough I took his word with this book. In his introduction he included an anecdote about how he managed to make a friend laugh who was going through a rough time by reading a book to them. Tonight it's storming. I'm also being forced to write this in a Word document because the internet's down so I can get out what I want to talk about before I forget since this is such a short book. Not an unforgettable book but I know I'll forget what I want to say and how I want to say it. ANYWAYS. It's storming. One of my dogs is terrified of storms. I took this book downstairs with me to find her and curling up in a dog basket I read half of it to her. She calmed down and went to sleep same with our other dog who isn't as terrified of storms. Basically this is dog and human approved. It's a short book and it has a delightful story with characters that are very fun. A lot of it reminded me of The Princess Bride (with the tone of writing) or Monty Python (with the jokes). Give it a try. I'm sure that you'll enjoy a story about a cold Duke a minstrel in disguise a warm Princess slain time and a Golux.,1,1989-03-12 13:32:26
105,24966155,lordlion20,I'm loving these series more of the same.....tension violence and uncertainty. I'm actually dreading it ending!!,5,2017-11-15 12:47:40
106,18338465,fvptdf,4.5 For the most part i really liked this book. The only thing that was confusing was that it has 3 POV's and you never really know who's talking.,4,1986-10-02 10:26:13
107,10803536,kinski85,A First Read from Good Reads...I white-knuckled it all the way through from the very beginning to the very end. It's like an hours-long roller coaster ride but only the plummet very visceral. As we discuss and argue global warming I will never look at "strange" weather the same way again and just pray that science and technology have not leapt past humankind's compassion.,4,1954-02-26 09:24:28
108,18338465,bona,10 100 hatta 1000 yildiz veriyorum.Bes yildiz cok yetersiz zira.Beklentim baya yuksekti baslarken ama butun beklentilerimi alt ust etti ya.Ikinci kitabin en acilinden cikmasi gerekiyor.,3,1962-08-19 18:42:58
109,2093969,nastyaasta,False,5,1982-01-13 12:40:55
110,707611,Sugars,action 80,1,1960-11-24 10:08:46
111,25435220,ltdtg,In the mood for a new SFR author/book I skimmed the Kindle Unlimited selections in the genre and found Sue Mercury. I read Step Alien: A Sci-Fi Alien Romance first and the action in this novelette takes place just after that story. I liked this one a little better - H/h were decently fleshed out. Prince Joseph is so long a widower he doesn't even recognize with the mating fever strikes him after meeting Angie. The book is just 50 pages so keep your expectations for plot development and characterization in line for a story of that length.,3,1972-01-24 06:09:39
112,15710450,Ro!,Don't ever give up. Henri Rousseau picked up his first paint and brushes at age 40 then continued to annually submit paintings to Salons around Paris to great ridicule personifying persistence. Charming illustrations in which Rousseau's real paintings are cleverly edited to present the story as it moves from artistic unknown to well-loved "naive" artiste friend to Pablo Picasso & Gertrude Stein. The text is middle grade friendly but full of life and effervescent vocabulary.,4,1974-11-26 13:38:07
113,29237614,lyaho,The poetry of the Grave Yard Queen Steven's kept me on the end of my seat and broke my heart in this fourth book in the Graveyard Queen series. This tale is full of gothic intrigue and lots of secrets! The Goodwine family is back in prominence and so is the danger that haunts Amelia. This book starts one year after Devlin left Amelia because she had too much baggage. I know Amelia loves him by her inner monologue but she took his leaving pretty well....... this book broke my heart as only minor Devlin from a distance. Poor Amelia.,3,1961-11-07 21:35:22
